#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 10:06:12
# Real time (s): 1254.680
# Live time (s): 1200.000
#
# Total counts:  195605
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  328
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
476	403.734	263	0.219167
477	404.581	232	0.193333
478	405.427	271	0.225833
479	406.274	235	0.195833
480	407.121	221	0.184167
481	407.968	224	0.186667
482	408.815	244	0.203333
483	409.661	220	0.183333
484	410.508	214	0.178333
485	411.355	183	0.1525
486	412.202	215	0.179167
487	413.048	235	0.195833
488	413.895	206	0.171667
489	414.742	217	0.180833
490	415.589	207	0.1725
491	416.435	209	0.174167
492	417.282	224	0.186667
493	418.129	193	0.160833
494	418.976	180	0.15
495	419.823	209	0.174167
496	420.669	190	0.158333
497	421.516	209	0.174167
498	422.363	203	0.169167
499	423.210	197	0.164167
500	424.056	188	0.156667
501	424.903	191	0.159167
502	425.750	208	0.173333
503	426.597	210	0.175
504	427.444	205	0.170833
505	428.290	167	0.139167
506	429.137	186	0.155
507	429.984	195	0.1625
508	430.831	185	0.154167
509	431.677	178	0.148333
510	432.524	204	0.17
511	433.371	176	0.146667
512	434.218	158	0.131667
513	435.065	170	0.141667
514	435.911	158	0.131667
515	436.758	177	0.1475
516	437.605	192	0.16
517	438.452	171	0.1425
518	439.298	156	0.13
519	440.145	178	0.148333
520	440.992	152	0.126667
521	441.839	182	0.151667
522	442.685	199	0.165833
523	443.532	171	0.1425
524	444.379	145	0.120833
525	445.226	177	0.1475
526	446.073	139	0.115833
527	446.919	149	0.124167
528	447.766	178	0.148333
529	448.613	172	0.143333
530	449.460	148	0.123333
531	450.306	156	0.13
532	451.153	147	0.1225
533	452.000	143	0.119167
534	452.847	145	0.120833
535	453.694	174	0.145
536	454.540	140	0.116667
537	455.387	152	0.126667
538	456.234	158	0.131667
539	457.081	151	0.125833
540	457.927	159	0.1325
541	458.774	149	0.124167
542	459.621	139	0.115833
543	460.468	148	0.123333
