#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-22, 15:14:19
# Real time (s): 1907.730
# Live time (s): 1800.000
#
# Total counts:  24657198
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  5274
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
707	599.339	1023	0.568333
708	600.186	971	0.539444
709	601.032	1034	0.574444
710	601.879	1009	0.560556
711	602.726	976	0.542222
712	603.573	1022	0.567778
713	604.419	984	0.546667
714	605.266	981	0.545
715	606.113	960	0.533333
716	606.960	944	0.524444
717	607.806	944	0.524444
718	608.653	981	0.545
719	609.500	972	0.54
720	610.347	939	0.521667
721	611.194	909	0.505
722	612.040	943	0.523889
723	612.887	975	0.541667
724	613.734	944	0.524444
725	614.581	950	0.527778
726	615.427	911	0.506111
727	616.274	955	0.530556
728	617.121	924	0.513333
729	617.968	946	0.525556
730	618.815	919	0.510556
731	619.661	905	0.502778
732	620.508	932	0.517778
733	621.355	954	0.53
734	622.202	869	0.482778
735	623.048	859	0.477222
736	623.895	899	0.499444
737	624.742	813	0.451667
738	625.589	886	0.492222
739	626.436	879	0.488333
740	627.282	818	0.454444
741	628.129	824	0.457778
742	628.976	758	0.421111
743	629.823	834	0.463333
744	630.669	874	0.485556
745	631.516	864	0.48
746	632.363	815	0.452778
747	633.210	828	0.46
748	634.056	861	0.478333
749	634.903	811	0.450556
750	635.750	788	0.437778
751	636.597	810	0.45
752	637.444	819	0.455
753	638.290	792	0.44
754	639.137	769	0.427222
755	639.984	821	0.456111
756	640.831	783	0.435
757	641.677	755	0.419444
758	642.524	828	0.46
759	643.371	795	0.441667
760	644.218	799	0.443889
761	645.065	774	0.43
762	645.911	786	0.436667
763	646.758	736	0.408889
764	647.605	751	0.417222
765	648.452	766	0.425556
766	649.298	798	0.443333
767	650.145	793	0.440556
768	650.992	755	0.419444
769	651.839	754	0.418889
770	652.686	777	0.431667
771	653.532	723	0.401667
772	654.379	783	0.435
773	655.226	749	0.416111
774	656.073	768	0.426667
775	656.919	754	0.418889
776	657.766	750	0.416667
777	658.613	816	0.453333
778	659.460	710	0.394444
779	660.306	743	0.412778
780	661.153	728	0.404444
781	662.000	703	0.390556
782	662.847	772	0.428889
783	663.694	753	0.418333
784	664.540	718	0.398889
785	665.387	725	0.402778
786	666.234	728	0.404444
787	667.081	726	0.403333
788	667.927	688	0.382222
789	668.774	688	0.382222
790	669.621	716	0.397778
791	670.468	733	0.407222
792	671.315	699	0.388333
793	672.161	681	0.378333
794	673.008	721	0.400556
795	673.855	744	0.413333
796	674.702	675	0.375
