#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 17:16:57
# Real time (s): 1263.400
# Live time (s): 1200.000
#
# Total counts:  206129
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  106
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
508	430.831	64	0.0533333
509	431.677	50	0.0416667
510	432.524	63	0.0525
511	433.371	58	0.0483333
512	434.218	56	0.0466667
513	435.065	50	0.0416667
514	435.911	65	0.0541667
515	436.758	55	0.0458333
516	437.605	63	0.0525
517	438.452	45	0.0375
518	439.298	64	0.0533333
519	440.145	43	0.0358333
520	440.992	60	0.05
521	441.839	35	0.0291667
522	442.685	46	0.0383333
523	443.532	52	0.0433333
524	444.379	45	0.0375
525	445.226	45	0.0375
526	446.073	58	0.0483333
527	446.919	41	0.0341667
528	447.766	47	0.0391667
529	448.613	45	0.0375
530	449.460	49	0.0408333
531	450.306	45	0.0375
532	451.153	47	0.0391667
533	452.000	42	0.035
534	452.847	48	0.04
535	453.694	44	0.0366667
536	454.540	40	0.0333333
537	455.387	42	0.035
538	456.234	46	0.0383333
539	457.081	46	0.0383333
540	457.927	42	0.035
541	458.774	46	0.0383333
542	459.621	31	0.0258333
543	460.468	53	0.0441667
544	461.315	36	0.03
545	462.161	35	0.0291667
546	463.008	43	0.0358333
547	463.855	45	0.0375
548	464.702	28	0.0233333
549	465.548	45	0.0375
550	466.395	43	0.0358333
551	467.242	34	0.0283333
552	468.089	30	0.025
553	468.935	37	0.0308333
554	469.782	27	0.0225
555	470.629	35	0.0291667
556	471.476	37	0.0308333
557	472.323	41	0.0341667
558	473.169	26	0.0216667
559	474.016	26	0.0216667
560	474.863	44	0.0366667
561	475.710	30	0.025
562	476.556	23	0.0191667
563	477.403	29	0.0241667
564	478.250	27	0.0225
565	479.097	28	0.0233333
566	479.944	36	0.03
567	480.790	22	0.0183333
568	481.637	30	0.025
569	482.484	26	0.0216667
570	483.331	27	0.0225
571	484.177	33	0.0275
572	485.024	20	0.0166667
573	485.871	34	0.0283333
574	486.718	32	0.0266667
575	487.565	19	0.0158333
576	488.411	21	0.0175
577	489.258	21	0.0175
578	490.105	29	0.0241667
579	490.952	29	0.0241667
580	491.798	35	0.0291667
581	492.645	24	0.02
582	493.492	26	0.0216667
583	494.339	28	0.0233333
584	495.185	29	0.0241667
585	496.032	24	0.02
586	496.879	32	0.0266667
587	497.726	26	0.0216667
588	498.573	11	0.00916667
589	499.419	30	0.025
590	500.266	18	0.015
591	501.113	20	0.0166667
592	501.960	20	0.0166667
593	502.806	23	0.0191667
594	503.653	25	0.0208333
595	504.500	29	0.0241667
596	505.347	20	0.0166667
597	506.194	29	0.0241667
598	507.040	22	0.0183333
599	507.887	22	0.0183333
600	508.734	22	0.0183333
601	509.581	26	0.0216667
602	510.427	19	0.0158333
603	511.274	20	0.0166667
604	512.121	24	0.02
605	512.968	20	0.0166667
606	513.815	20	0.0166667
607	514.661	17	0.0141667
608	515.508	20	0.0166667
609	516.355	19	0.0158333
610	517.202	14	0.0116667
611	518.048	19	0.0158333
612	518.895	19	0.0158333
613	519.742	9	0.0075
614	520.589	8	0.00666667
615	521.436	11	0.00916667
616	522.282	18	0.015
617	523.129	16	0.0133333
618	523.976	13	0.0108333
619	524.823	17	0.0141667
620	525.669	18	0.015
621	526.516	23	0.0191667
622	527.363	15	0.0125
623	528.210	16	0.0133333
624	529.056	13	0.0108333
625	529.903	20	0.0166667
626	530.750	15	0.0125
627	531.597	11	0.00916667
628	532.444	21	0.0175
629	533.290	20	0.0166667
630	534.137	22	0.0183333
631	534.984	14	0.0116667
632	535.831	19	0.0158333
633	536.677	17	0.0141667
634	537.524	20	0.0166667
635	538.371	17	0.0141667
636	539.218	16	0.0133333
637	540.065	11	0.00916667
638	540.911	16	0.0133333
639	541.758	15	0.0125
640	542.605	16	0.0133333
641	543.452	16	0.0133333
642	544.298	9	0.0075
643	545.145	14	0.0116667
644	545.992	15	0.0125
645	546.839	15	0.0125
646	547.686	10	0.00833333
647	548.532	12	0.01
648	549.379	17	0.0141667
649	550.226	14	0.0116667
650	551.073	8	0.00666667
651	551.919	14	0.0116667
652	552.766	9	0.0075
653	553.613	8	0.00666667
654	554.460	13	0.0108333
655	555.306	13	0.0108333
656	556.153	9	0.0075
657	557.000	11	0.00916667
658	557.847	7	0.00583333
659	558.694	15	0.0125
660	559.540	18	0.015
661	560.387	10	0.00833333
662	561.234	9	0.0075
663	562.081	10	0.00833333
664	562.927	10	0.00833333
665	563.774	10	0.00833333
666	564.621	9	0.0075
667	565.468	6	0.005
668	566.315	5	0.00416667
669	567.161	10	0.00833333
670	568.008	6	0.005
671	568.855	4	0.00333333
672	569.702	12	0.01
673	570.548	11	0.00916667
674	571.395	8	0.00666667
675	572.242	8	0.00666667
676	573.089	9	0.0075
677	573.936	3	0.0025
678	574.782	14	0.0116667
679	575.629	5	0.00416667
680	576.476	8	0.00666667
681	577.323	4	0.00333333
682	578.169	4	0.00333333
683	579.016	4	0.00333333
684	579.863	12	0.01
685	580.710	4	0.00333333
686	581.556	6	0.005
687	582.403	14	0.0116667
688	583.250	5	0.00416667
689	584.097	5	0.00416667
690	584.944	8	0.00666667
691	585.790	10	0.00833333
692	586.637	10	0.00833333
693	587.484	9	0.0075
694	588.331	6	0.005
695	589.177	2	0.00166667
696	590.024	6	0.005
697	590.871	5	0.00416667
698	591.718	10	0.00833333
699	592.565	6	0.005
700	593.411	4	0.00333333
701	594.258	4	0.00333333
702	595.105	5	0.00416667
703	595.952	6	0.005
704	596.798	7	0.00583333
705	597.645	5	0.00416667
706	598.492	5	0.00416667
707	599.339	7	0.00583333
708	600.186	2	0.00166667
709	601.032	8	0.00666667
710	601.879	5	0.00416667
711	602.726	4	0.00333333
712	603.573	3	0.0025
713	604.419	4	0.00333333
714	605.266	4	0.00333333
715	606.113	5	0.00416667
716	606.960	5	0.00416667
717	607.806	6	0.005
718	608.653	6	0.005
719	609.500	5	0.00416667
720	610.347	2	0.00166667
721	611.194	7	0.00583333
722	612.040	3	0.0025
723	612.887	4	0.00333333
724	613.734	1	0.000833333
725	614.581	3	0.0025
726	615.427	6	0.005
727	616.274	3	0.0025
728	617.121	9	0.0075
729	617.968	4	0.00333333
730	618.815	9	0.0075
731	619.661	4	0.00333333
732	620.508	3	0.0025
733	621.355	4	0.00333333
734	622.202	3	0.0025
735	623.048	5	0.00416667
736	623.895	5	0.00416667
737	624.742	4	0.00333333
738	625.589	3	0.0025
739	626.436	4	0.00333333
740	627.282	6	0.005
741	628.129	4	0.00333333
742	628.976	5	0.00416667
743	629.823	3	0.0025
744	630.669	6	0.005
745	631.516	2	0.00166667
746	632.363	5	0.00416667
747	633.210	3	0.0025
748	634.056	4	0.00333333
749	634.903	3	0.0025
750	635.750	1	0.000833333
751	636.597	4	0.00333333
752	637.444	3	0.0025
753	638.290	0	0
754	639.137	1	0.000833333
755	639.984	2	0.00166667
756	640.831	1	0.000833333
757	641.677	1	0.000833333
758	642.524	2	0.00166667
759	643.371	1	0.000833333
760	644.218	3	0.0025
761	645.065	4	0.00333333
762	645.911	0	0
763	646.758	4	0.00333333
764	647.605	1	0.000833333
765	648.452	3	0.0025
766	649.298	0	0
767	650.145	3	0.0025
768	650.992	1	0.000833333
769	651.839	1	0.000833333
770	652.686	1	0.000833333
771	653.532	3	0.0025
772	654.379	1	0.000833333
773	655.226	2	0.00166667
774	656.073	3	0.0025
775	656.919	1	0.000833333
776	657.766	5	0.00416667
777	658.613	1	0.000833333
778	659.460	2	0.00166667
779	660.306	0	0
780	661.153	2	0.00166667
781	662.000	1	0.000833333
782	662.847	2	0.00166667
783	663.694	0	0
784	664.540	4	0.00333333
785	665.387	3	0.0025
786	666.234	1	0.000833333
787	667.081	4	0.00333333
788	667.927	3	0.0025
789	668.774	1	0.000833333
790	669.621	3	0.0025
791	670.468	2	0.00166667
792	671.315	3	0.0025
793	672.161	2	0.00166667
794	673.008	2	0.00166667
795	673.855	0	0
796	674.702	2	0.00166667
797	675.548	3	0.0025
798	676.395	1	0.000833333
799	677.242	0	0
800	678.089	2	0.00166667
801	678.936	0	0
802	679.782	0	0
803	680.629	1	0.000833333
804	681.476	0	0
805	682.323	2	0.00166667
806	683.169	0	0
807	684.016	3	0.0025
808	684.863	1	0.000833333
809	685.710	1	0.000833333
810	686.556	0	0
811	687.403	1	0.000833333
812	688.250	2	0.00166667
813	689.097	2	0.00166667
814	689.944	2	0.00166667
815	690.790	0	0
816	691.637	1	0.000833333
817	692.484	1	0.000833333
818	693.331	0	0
819	694.177	3	0.0025
820	695.024	0	0
821	695.871	2	0.00166667
822	696.718	0	0
823	697.565	2	0.00166667
824	698.411	0	0
825	699.258	0	0
826	700.105	1	0.000833333
827	700.952	2	0.00166667
828	701.798	0	0
829	702.645	2	0.00166667
830	703.492	1	0.000833333
831	704.339	1	0.000833333
832	705.186	0	0
833	706.032	0	0
834	706.879	0	0
835	707.726	0	0
836	708.573	0	0
837	709.419	1	0.000833333
838	710.266	0	0
839	711.113	3	0.0025
840	711.960	0	0
841	712.806	0	0
842	713.653	0	0
843	714.500	1	0.000833333
844	715.347	1	0.000833333
845	716.194	1	0.000833333
846	717.040	1	0.000833333
847	717.887	1	0.000833333
848	718.734	1	0.000833333
849	719.581	1	0.000833333
850	720.427	0	0
851	721.274	0	0
852	722.121	2	0.00166667
853	722.968	1	0.000833333
854	723.815	0	0
855	724.661	4	0.00333333
856	725.508	0	0
857	726.355	2	0.00166667
858	727.202	1	0.000833333
859	728.048	0	0
860	728.895	0	0
861	729.742	1	0.000833333
862	730.589	0	0
863	731.436	1	0.000833333
864	732.282	0	0
865	733.129	1	0.000833333
866	733.976	0	0
867	734.823	1	0.000833333
868	735.669	0	0
869	736.516	0	0
870	737.363	0	0
871	738.210	0	0
872	739.056	0	0
873	739.903	1	0.000833333
874	740.750	0	0
875	741.597	1	0.000833333
876	742.444	0	0
877	743.290	0	0
878	744.137	1	0.000833333
879	744.984	0	0
880	745.831	0	0
881	746.677	0	0
882	747.524	0	0
883	748.371	0	0
884	749.218	1	0.000833333
885	750.065	1	0.000833333
886	750.911	0	0
887	751.758	0	0
888	752.605	1	0.000833333
889	753.452	0	0
890	754.298	1	0.000833333
891	755.145	0	0
892	755.992	0	0
893	756.839	0	0
894	757.686	1	0.000833333
895	758.532	0	0
896	759.379	0	0
897	760.226	0	0
898	761.073	0	0
899	761.919	0	0
900	762.766	0	0
901	763.613	0	0
902	764.460	0	0
903	765.306	0	0
904	766.153	0	0
905	767.000	1	0.000833333
906	767.847	0	0
907	768.694	0	0
908	769.540	1	0.000833333
909	770.387	0	0
910	771.234	0	0
911	772.081	0	0
912	772.927	0	0
913	773.774	0	0
914	774.621	0	0
915	775.468	0	0
916	776.315	1	0.000833333
917	777.161	0	0
918	778.008	0	0
919	778.855	0	0
920	779.702	0	0
921	780.548	1	0.000833333
922	781.395	0	0
923	782.242	0	0
924	783.089	0	0
925	783.936	0	0
926	784.782	1	0.000833333
927	785.629	0	0
928	786.476	0	0
929	787.323	0	0
930	788.169	1	0.000833333
931	789.016	0	0
932	789.863	0	0
933	790.710	0	0
934	791.556	0	0
935	792.403	1	0.000833333
936	793.250	0	0
937	794.097	0	0
938	794.944	0	0
939	795.790	0	0
940	796.637	0	0
941	797.484	0	0
942	798.331	0	0
943	799.177	0	0
944	800.024	0	0
945	800.871	2	0.00166667
946	801.718	0	0
947	802.565	0	0
948	803.411	0	0
949	804.258	1	0.000833333
950	805.105	0	0
951	805.952	0	0
952	806.798	0	0
953	807.645	0	0
954	808.492	0	0
955	809.339	0	0
956	810.186	0	0
957	811.032	0	0
958	811.879	0	0
959	812.726	0	0
960	813.573	0	0
961	814.419	0	0
962	815.266	0	0
963	816.113	0	0
964	816.960	0	0
965	817.806	0	0
966	818.653	0	0
967	819.500	0	0
968	820.347	0	0
969	821.194	0	0
970	822.040	0	0
971	822.887	0	0
972	823.734	0	0
973	824.581	0	0
974	825.427	0	0
975	826.274	0	0
976	827.121	0	0
977	827.968	0	0
978	828.815	0	0
979	829.661	0	0
980	830.508	0	0
981	831.355	0	0
982	832.202	0	0
983	833.048	0	0
