#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 14:57:48
# Real time (s): 1234.220
# Live time (s): 1200.000
#
# Total counts:  2339394
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1411
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
509	431.677	693	0.5775
510	432.524	732	0.61
511	433.371	666	0.555
512	434.218	733	0.610833
513	435.065	678	0.565
514	435.911	679	0.565833
515	436.758	749	0.624167
516	437.605	639	0.5325
517	438.452	682	0.568333
518	439.298	682	0.568333
519	440.145	683	0.569167
520	440.992	693	0.5775
521	441.839	695	0.579167
522	442.685	667	0.555833
523	443.532	672	0.56
524	444.379	688	0.573333
525	445.226	658	0.548333
526	446.073	679	0.565833
527	446.919	649	0.540833
528	447.766	712	0.593333
529	448.613	668	0.556667
530	449.460	651	0.5425
531	450.306	667	0.555833
532	451.153	616	0.513333
533	452.000	616	0.513333
534	452.847	638	0.531667
535	453.694	668	0.556667
536	454.540	616	0.513333
537	455.387	633	0.5275
538	456.234	644	0.536667
539	457.081	635	0.529167
540	457.927	615	0.5125
541	458.774	583	0.485833
542	459.621	602	0.501667
543	460.468	619	0.515833
544	461.315	635	0.529167
545	462.161	645	0.5375
546	463.008	615	0.5125
547	463.855	568	0.473333
548	464.702	627	0.5225
549	465.548	613	0.510833
550	466.395	609	0.5075
551	467.242	612	0.51
552	468.089	616	0.513333
553	468.935	618	0.515
554	469.782	638	0.531667
555	470.629	644	0.536667
556	471.476	615	0.5125
557	472.323	604	0.503333
558	473.169	591	0.4925
559	474.016	612	0.51
560	474.863	581	0.484167
561	475.710	523	0.435833
562	476.556	594	0.495
563	477.403	583	0.485833
564	478.250	553	0.460833
565	479.097	584	0.486667
566	479.944	616	0.513333
567	480.790	575	0.479167
568	481.637	552	0.46
569	482.484	572	0.476667
570	483.331	598	0.498333
571	484.177	558	0.465
572	485.024	584	0.486667
573	485.871	568	0.473333
574	486.718	538	0.448333
575	487.565	571	0.475833
576	488.411	540	0.45
577	489.258	543	0.4525
578	490.105	519	0.4325
579	490.952	542	0.451667
580	491.798	583	0.485833
581	492.645	565	0.470833
582	493.492	583	0.485833
583	494.339	565	0.470833
584	495.185	547	0.455833
585	496.032	537	0.4475
586	496.879	551	0.459167
587	497.726	594	0.495
588	498.573	553	0.460833
589	499.419	555	0.4625
590	500.266	560	0.466667
591	501.113	549	0.4575
592	501.960	537	0.4475
593	502.806	540	0.45
594	503.653	501	0.4175
595	504.500	513	0.4275
596	505.347	531	0.4425
597	506.194	546	0.455
598	507.040	495	0.4125
599	507.887	526	0.438333
600	508.734	536	0.446667
601	509.581	511	0.425833
602	510.427	521	0.434167
603	511.274	530	0.441667
604	512.121	505	0.420833
605	512.968	520	0.433333
606	513.815	481	0.400833
607	514.661	475	0.395833
608	515.508	485	0.404167
609	516.355	497	0.414167
610	517.202	503	0.419167
611	518.048	487	0.405833
612	518.895	479	0.399167
613	519.742	510	0.425
614	520.589	460	0.383333
615	521.436	535	0.445833
616	522.282	482	0.401667
617	523.129	482	0.401667
618	523.976	510	0.425
619	524.823	459	0.3825
620	525.669	479	0.399167
621	526.516	472	0.393333
622	527.363	485	0.404167
623	528.210	474	0.395
624	529.056	494	0.411667
625	529.903	487	0.405833
626	530.750	444	0.37
627	531.597	477	0.3975
628	532.444	447	0.3725
629	533.290	440	0.366667
630	534.137	479	0.399167
631	534.984	453	0.3775
632	535.831	462	0.385
633	536.677	444	0.37
634	537.524	463	0.385833
635	538.371	442	0.368333
636	539.218	472	0.393333
637	540.065	402	0.335
638	540.911	467	0.389167
639	541.758	435	0.3625
640	542.605	448	0.373333
641	543.452	439	0.365833
642	544.298	426	0.355
