#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 15:20:30
# Real time (s): 1229.190
# Live time (s): 1200.000
#
# Total counts:  1371511
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1699
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
587	497.726	781	0.650833
588	498.573	802	0.668333
589	499.419	807	0.6725
590	500.266	799	0.665833
591	501.113	787	0.655833
592	501.960	769	0.640833
593	502.806	820	0.683333
594	503.653	779	0.649167
595	504.500	782	0.651667
596	505.347	805	0.670833
597	506.194	786	0.655
598	507.040	784	0.653333
599	507.887	824	0.686667
600	508.734	770	0.641667
601	509.581	810	0.675
602	510.427	795	0.6625
603	511.274	771	0.6425
604	512.121	791	0.659167
605	512.968	766	0.638333
606	513.815	751	0.625833
607	514.661	764	0.636667
608	515.508	768	0.64
609	516.355	819	0.6825
610	517.202	781	0.650833
611	518.048	726	0.605
612	518.895	779	0.649167
613	519.742	787	0.655833
614	520.589	782	0.651667
615	521.436	762	0.635
616	522.282	782	0.651667
617	523.129	772	0.643333
618	523.976	817	0.680833
619	524.823	819	0.6825
620	525.669	759	0.6325
621	526.516	771	0.6425
622	527.363	812	0.676667
623	528.210	794	0.661667
624	529.056	731	0.609167
625	529.903	780	0.65
626	530.750	826	0.688333
627	531.597	831	0.6925
628	532.444	774	0.645
629	533.290	760	0.633333
630	534.137	753	0.6275
631	534.984	764	0.636667
632	535.831	758	0.631667
633	536.677	726	0.605
634	537.524	738	0.615
635	538.371	799	0.665833
636	539.218	762	0.635
637	540.065	785	0.654167
638	540.911	761	0.634167
639	541.758	782	0.651667
640	542.605	731	0.609167
641	543.452	826	0.688333
642	544.298	771	0.6425
643	545.145	769	0.640833
644	545.992	824	0.686667
645	546.839	788	0.656667
646	547.686	816	0.68
647	548.532	772	0.643333
648	549.379	810	0.675
649	550.226	824	0.686667
650	551.073	804	0.67
651	551.919	721	0.600833
652	552.766	761	0.634167
653	553.613	805	0.670833
654	554.460	733	0.610833
655	555.306	763	0.635833
656	556.153	717	0.5975
657	557.000	756	0.63
658	557.847	759	0.6325
659	558.694	747	0.6225
660	559.540	759	0.6325
661	560.387	769	0.640833
662	561.234	758	0.631667
663	562.081	727	0.605833
664	562.927	753	0.6275
665	563.774	748	0.623333
666	564.621	708	0.59
667	565.468	729	0.6075
668	566.315	742	0.618333
669	567.161	723	0.6025
670	568.008	744	0.62
671	568.855	686	0.571667
672	569.702	710	0.591667
673	570.548	712	0.593333
674	571.395	672	0.56
675	572.242	703	0.585833
676	573.089	682	0.568333
677	573.936	688	0.573333
678	574.782	644	0.536667
679	575.629	699	0.5825
680	576.476	662	0.551667
681	577.323	696	0.58
682	578.169	637	0.530833
683	579.016	635	0.529167
684	579.863	725	0.604167
